"id","filename","url","name","reviewer_notes","category","type_code"
"8516","8516.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b64135c-05fc-4389-bf6d-4793d91a7b4b.jpg","Kogelvormig bot","Het is een kop van een dijbeen (het deel dat in de heup draait. De eigenaar zal ondeveer zo groot als een steppenwisent geweest zijn.","Mammals","palaeontological"
"8517","8517.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b640d06-2398-4449-bd9e-50acd91a7b4b.jpg","Mammoetbot ","Ik kom niet verder dan een stkje bot. Als een botje, of een stuk daarvan, boven het zand uitsteekt wordt het gebleekt in de zon.","Mammals","palaeontological"
"8518","8518.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b635371-8444-453a-8bb5-678ed91a7b4b.jpg","Bot? ","Dit is een fragment van een mammoetbot.","Mammals","palaeontological"
"8519","8519.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b634ad9-2c7c-4138-a51f-6221d91a7b4b.jpg","Bewerkte vuursteen?","Ja, een mooie afslag.","Tools","archaeological"
"8520","8520.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b63498d-6ac0-4b5f-81cb-5b4dd91a7b4b.jpg","stuk bot","Het is nogal beschadigd, maar ik ga een beetje gokken: een middenvoetbeen van een mammoet.","Mammals","palaeontological"
"8521","8521.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b632770-2410-4731-9fe7-3b3ed91a7b4b.jpg","Stuk bot","Zulke fragmenten zijn moeilijk vanaf foto's te determineren. Zeker is dat het uit de IJstijd (Pleistoceen) komt.","Mammals","palaeontological"
"8522","8522.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b6314da-23a0-4bde-945d-4453d91a7b4b.jpg","“Poreuze steen” ","Deze steen is een stuk mammoetbot. De buitenkant van het bot (links op de eerste foto) is zoals we botten kennen. De gaatjes worden spongiosa genoemd. Ze dienen als versterking van het bot. Massief bot is heel zwaar, maar dit is veel lucht en weing bot en het blijkt sterk te zijn. Breek maar een bros reep, dat kost net zoveel kracht als een een massieve chokolade reep.","Mammals","palaeontological"
"8523","8523.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b62d02b-1f80-45b4-9cd8-1cdcd91a7b4b.jpg","Stekelhoorn","Zeker een fraaie. Mooie vondst.","Shells","palaeontological"
"8524","8524.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b621df1-12cc-4955-94de-4a08d91a7b4b.jpg","Koes","Ik kan niet zien hoe groot hij is. Hij komt uit de onderkaak van een hert. Als hij kleiner is dan 2 cm breed van een edelhert en groter van een reuzenhert.","Mammals","palaeontological"
"8525","8525.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b620b8a-0c38-4dcb-b92c-419ad91a7b4b.jpg","Wervel van mammoet?","Ik kan niet zien hoe groot hij is, maar gezien je vraagstelling moet hij groot zijn. Dan kom ik uit op de achterzijde van een halswervel van een neushoorn of een steppenwisent.","Mammals","palaeontological"
"8526","8526.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b62091b-3274-421f-acf5-34a3d91a7b4b.jpg","Fragment mammoettand ?","Dat is het probeem met dit soort stukken, als ze driogen vallen ze uit elkaar. De schil blijft wel goed. Op internet, of misschien in de discussie vind je genoeg om dit te behandelen.","Mammals","palaeontological"
"8527","8527.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c96e-5368-4b50-a7d1-0a16d91a7b4b.jpg","Stuk mammoetbot met osteomyelitis?","Daar weet ik te weinig van, ik ben het met mijn onderzoek naar afwijkingen niet tegengekomen of heb het niet herkend. Mijn indruk is dat dit een ruimte voor een ager en/of zenuw is.","Mammals","palaeontological"
"8528","8528.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c8c1-9dd0-464d-9258-064fd91a7b4b.jpg","Stukje schedel met suturenaad?","Op deze ene foto zie ik iets dat lijkt op een sutuurrand, maar van een mammoet zien ze er meestal onders uit.","Mammals","palaeontological"
"8529","8529.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c8a0-13b8-41b0-8eb0-0314d91a7b4b.jpg","Koot van een middelgroot dier","Een gewricht heeft altijd een vlak oppervlak, dat zie ik niet op deze foto's. Zulke fragmenten zijn bijna niet te determineren.","Mammals","palaeontological"
"8530","8530.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c879-2418-42ff-a971-0a0cd91a7b4b.jpg","Een wervelfragment?","Het is in ieder geval een foramen, misschien dat als iemand met ervaring het in handen heeft er iets meer over gezegd kan worden.","Mammals","palaeontological"
"8531","8531.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c826-5ab4-4709-8100-0a65d91a7b4b.jpg","Wervelfragment","Klopt een wervellichaam van een vrij jong dier. Die scherpe rand zie je vaak bij hertachtigen.","Mammals","palaeontological"
"8532","8532.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c7ba-1574-4e2f-8d1c-0a0ed91a7b4b.jpg","Bijzonder botfragment","Dat is bijna onmogelijk. Het lijken wat resten van sinussen, dus schedel van ????","Mammals","palaeontological"
"8533","8533.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c759-0e64-4726-9376-0a09d91a7b4b.jpg","Eerste teenkoot bever","Bever ben ik met je eens, maar een bever heeft 20 verschillende 1e teenkoten en de Trogontherium ook. Daar waag ik me dus niet aan.","Mammals","palaeontological"
"8534","8534.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c69c-8740-4ecd-9cb1-0314d91a7b4b.jpg","Fragment mammoetschedel","Nog een fragment mammoetbot. Als je zoiets wilt determineren, moet je bijv. naar Historyland gaan, daar staan mammoetskeletten, of naar het Natuurhistorisch in Rotterdam daar staat een skelet van de olifantstier Ramon.","Mammals","palaeontological"
"8535","8535.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c658-0400-4adf-a9dc-0a14d91a7b4b.jpg","Stuk van een forse wervel","Dat durf ik met zo'n fragment niet te zeggen. De structuur wijst meer naar mammoet.","Mammals","palaeontological"
"8536","8536.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61c5d5-1d54-4251-bb00-7f1ed91a7b4b.jpg","scheenbeen van klein hert","Daar zou ik ook aan denken, maar de rest van de structuur van het bot, ruw en grof, doet me meer danken aan mammoet en dan misschien rib (alweer een gok/redenering).","Mammals","palaeontological"
"8537","8537.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b61a8cb-3c40-498c-b6e4-7c91d91a7b4b.jpg","Tand of nagel","Ik mis nog een paar foto's, bijv. de kant rechts. Ik ga er vanuit dat dit een stuk beverkies is, maar het is een beetje gokken.","Mammals","palaeontological"
"8538","8538.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b616023-0b48-4773-9bb9-04cfd91a7b4b.jpg","Groot stuk bot","Zulke fragmenten blijven moeilijk. De eigenaar was zeer waarschijnlijk een mammoet.","Mammals","palaeontological"
"8539","8539.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b615f6a-a8c0-4520-afb5-4c6cd91a7b4b.jpg","Kies, rund achtige? ","Klopt, hij komt uit de onderkaak. Oeros of steppenwisent.","Mammals","palaeontological"
"8540","8540.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b60a281-324c-4775-b19e-5acbd91a7b4b.jpg","Botten gevonden ","De uiteinden ontbreken, dat maakt het lastig. Het linker lijkt me een dijbeen en het rechter een spaakbeen. Over welk dier durf ik niets te zeggen.","Mammals","palaeontological"
"8541","8541.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b6073af-00b8-4104-a108-3e5ad91a7b4b.jpg","onderdeel mammoetkaak?","Goed gedetermineerd. De afdruk is van bijna de hele kies. Er steekt tijdenhet leven van het dier maar een paar centimeter boven het bot uit.","Mammals","palaeontological"
"8542","8542.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b607275-0b6c-4702-8fba-416ad91a7b4b.jpg","massief bot","Deze brokken zijn moeilijk te determineren, maar de eigenaar was een neushoorn of mammoet.","Mammals","palaeontological"
"8543","8543.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b5e1cdf-8208-45a1-b20f-33f8d91a7b4b.jpg","Wat is dit?","Het is een kies uit de bovenkaak van een mammoet. Veel mensen hopen die te vinden. Op internet kan je vinden hoe je hem moet prepareren. Als je het niet doet valt hij uit elkaar. Ik zou deze niet meer in het water leggen om te ontzilten, want dan krijg je er te veel spanning in.","Mammals","palaeontological"
"8544","8544.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b5df173-0e60-440f-b92d-21a0d91a7b4b.jpg","Weet iemand of dit een bot is?","Het is een sterk gemineraliseerd stukje bot, maar helaas niet verder te determineren.","Mammals","palaeontological"
"8545","8545.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b5da366-444c-4390-99e4-7b73d91a7b4b.jpg","Gewrichtskop","Ik kom ook uit op een distaal eind van het linker dijbeen van een mens.Ik zag dat Marcel Niekus al gereageerd heeft. Nog niet behandelen, je zal wel benaderd worden.","Human","palaeontological"
"8546","8546.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b5c9274-84c0-4b27-ba46-031ad91a7b4b.jpg","Botfragment","Een ribfragment ben ik met je eens. Diersoort is erg lastig en over ouderdom doe ik maar zelden een uitspraak.","Mammals","palaeontological"
"8547","8547.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b598ae0-2760-4443-968a-2498d91a7b4b.jpg","Wat zou dit kunnen zijn?","Een schedelfragmentje. Die holle ruimten worden sinussen genoemd. Van welk dier durf ik niet te zeggen.","Mammals","palaeontological"
"8548","8548.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b5989ee-b194-412e-a7ef-2ef5d91a7b4b.jpg","Botfragment","Het is een fragment van een groot bot en daar past maar &eacute;&eacute;n dier bij: de Mammoet.","Mammals","palaeontological"
"8549","8549.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b58bf64-06ec-4123-843f-47b0d91a7b4b.jpg","Stoottand","Klopt helemaal.","Mammals","palaeontological"
"8550","8550.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b586512-2e10-4c53-833e-13ecd91a7b4b.jpg","Bot, schedel?","Klopt, een schedelfragmentje, meer kan ik er niet van zeggen.","Mammals","palaeontological"
"8551","8551.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b5734d3-0eac-4be5-bbf6-1badd91a7b4b.jpg","Voetbeentje?","Dis ie een eerste vingerkoot van een bever.","Mammals","palaeontological"
"8552","8552.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b572bde-02fc-4914-b430-08a6d91a7b4b.jpg","Kniegewricht?","Het moet te determineren zijn. Mijn eerste indruk is een pissiforme (uit een pols), maar de diersoort durf ik niet te zeggen.","Mammals","palaeontological"
"8553","8553.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b572b21-4338-4e91-a5ea-06efd91a7b4b.jpg","Schedelfragment?","Zulke kleine fragmentjes zijn bijna onmogelijk te determineren.","Mammals","palaeontological"
"8554","8554.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b572a55-2c28-460e-bd28-099fd91a7b4b.jpg","Vermoedelijk mammoetbot","Mmammoet ben ik met je eens, maar zulke fragmenten zijn bijna onmogelijk.","Mammals","palaeontological"
"8555","8555.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b57281f-0984-44e9-b9b7-024fd91a7b4b.jpg","Vermoedelijk mammoetbot","Zou goed kunnen.","Mammals","palaeontological"
"8556","8556.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b571063-a798-41df-b25b-7d96d91a7b4b.jpg","Gewelfde mantels","Klopt","Shells","palaeontological"
"8557","8557.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b570f11-00ac-450f-92a5-0258d91a7b4b.jpg","Gewelfde mantels","Klopt, Flexopecten flexuosus.","Shells","palaeontological"
"8558","8558.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b55c2cf-6ed4-4c33-becb-6099d91a7b4b.jpg","Een tand of kies","Dit is een kies uit de onderkaak van een paard","Mammals","palaeontological"
"8559","8559.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b54c9e2-8230-488c-a1d6-7084d91a7b4b.jpg","Bot","Het is de onderkant van een scheenbeen, maar met deze enkele foto kan ik het niet verder determineren.","Mammals","palaeontological"
"8560","8560.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b54bd0f-0b04-4d53-b6c2-51add91a7b4b.jpg","Bot gevonden op de Slufter","Het is de bovenkant van een rib en zeker te groot voor een mens. Een diersoort durf ik niet te noemen.","Mammals","palaeontological"
"8561","8561.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b524146-2aac-4c26-af2c-6122d91a7b4b.jpg","Botje","Zulke stukjes blijft gokken en daar begin ik niet aan. De gaten zijn voor het doorlaten van bloedvaten en/of zenuwen.","Mammals","palaeontological"
"8562","8562.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b51a2e7-4778-4c18-8143-1f10d91a7b4b.jpg","Fragment kies","Dat zou heel goed kunnen, een fragmentje van een kies van een neushoorn.","Mammals","palaeontological"
"8563","8563.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b51a22b-1934-4e5f-9120-1d76d91a7b4b.jpg","Botje/tandje?","Het is een fragment van een botje van een klein knaagdier. Verder kom ik niet.","Mammals","palaeontological"
"8564","8564.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b51a1a3-4b68-4c1d-ad0e-1d76d91a7b4b.jpg","Gewei?","Dit is een fragment van het bovenste deel van een borstwervel. mogelijk van een hert of paard.","Mammals","palaeontological"
"8565","8565.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b50527e-d8b8-4307-b694-069dd91a7b4b.jpg","zwaar ribfragment","Ik hou het op een rib van een mammoet.&nbsp;","Mammals","palaeontological"
"8566","8566.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b505129-9d6c-4f82-b760-4a45d91a7b4b.jpg","botje met uitsteeksel","Dit zie je alleen bij het scheenbeen van de knaagdieren, in dit geval een bever.","Mammals","palaeontological"
"8567","8567.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b504f5a-8144-4c7a-86d7-1250d91a7b4b.jpg","hoefbeentje???","In denk niet direct aan een derde teenkoot, maar eerder aan een fragment van losse epifyse. Diersoort durf ik niet te noemen.","Mammals","palaeontological"
"8568","8568.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b504c92-f714-495f-bb10-0bb1d91a7b4b.jpg","fragment roofdierkies","Fragmenten van foto's zijn wat riskant. Voorlopig hou ik het op het achterste deel van de knipkies (m1) uit de onderkaak van een hond/wolf.","Mammals","palaeontological"
"8569","8569.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b504b4b-4918-4d6b-a23a-0f9ed91a7b4b.jpg","hand- of voetwortelbeentje","Dit is een cuneiforme uit de enkel van grote runder- of hertachtige.","Mammals","palaeontological"
"8570","8570.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b504a7f-1dd0-4229-9727-069bd91a7b4b.jpg","hoektand varken","Gezien het formaat denk ik dat je gelijk hebt.","Mammals","palaeontological"
"8571","8571.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4f5948-5d48-4842-ad20-2771d91a7b4b.jpg","Bot afkomstig van ?","Ik kom ook niet verder dan een stuk bot. Ik kan ook niet zien hoe groot het is dud ook geen schatting van de grootte van het dier maken.","Mammals","palaeontological"
"8572","8572.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4e34d4-193c-4174-9e8b-2748d91a7b4b.jpg","opvallend schelpje","Dit is een stekelhoorn (Ocenebra erinacea). Hij wordt niet vaak gevonden, maar er zijn wel genoeg vondsten van bekend.","Shells","palaeontological"
"8573","8573.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4c8d35-283c-4d91-8f97-6879d91a7b4b.jpg","Mammoetwervel","Klopt een borstwervel van een mammoet. De losse schijven zijn nog niet vergroeid, maar dat komt bij olofantachtigen pas als ze ruim volwassen zijn.","Mammals","palaeontological"
"8574","8574.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4c8b67-359c-4f4e-91d0-6e54d91a7b4b.jpg","Neushoornkies","Klopt, een nog weinig of niet (beschadigd) gebruikte laatste kies (M3) uit de bovenkaak.","Mammals","palaeontological"
"8575","8575.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4b960b-6674-4e31-b30a-0732d91a7b4b.jpg","Versteende Bot?","Klopt, gezien het formaat waarschijnlijk van een mammoet. Meer durf ik er niet van te zeggen.","Mammals","palaeontological"
"8576","8576.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4b94cc-0f54-481e-bb03-7a28d91a7b4b.jpg","Versteend hout ? ","Twee ribfragmenten, mogelijk van een mammoet.","Mammals","palaeontological"
"8577","8577.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4b93d7-24a8-45f5-88f3-075ed91a7b4b.jpg","Snijtand?","Dit is een kies fragment van een bever.","Mammals","palaeontological"
"8578","8578.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4b9274-0200-4cd2-b8c9-6a5ad91a7b4b.jpg","Stuk rib ?","Dat denk ik ook, maar de diersoort kan ik niet bepalen.","Mammals","palaeontological"
"8579","8579.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4b5d0d-0048-4869-8b56-5f19d91a7b4b.jpg","Bot vondst uit 2014. Helemaal geen idee wat het is.","Dit is het bovenst deel van een middenhandbeen. Vermoedelijk een runderachtige.","Mammals","palaeontological"
"8580","8580.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b491249-370c-4e09-87c1-5039d91a7b4b.jpg","Vermoedelijk stuk zoogdier bot of gewei","Dit is de onderkant van een afgeworpen gewei, vermoedelijk van een edelhert.","Mammals","palaeontological"
"8581","8581.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b491179-0e20-4400-b7f3-5709d91a7b4b.jpg","Vermoedelijk stuk zoogdier bot","Deze gaten heten foramen en ze dienen om bloedvaten en/of zenuwen naar de binnenkant van het bot te leiden. Het dier had het formaat van een steppenwisent of groter.","Mammals","palaeontological"
"8582","8582.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4910af-6d30-4894-9033-53fdd91a7b4b.jpg","Vermoedelijk stuk zoogdier bot","Dat ben ik met je eens en gezien de eerste foto van een niet volgroeid dier.","Mammals","palaeontological"
"8583","8583.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b490fa2-85a0-441a-9e23-502cd91a7b4b.jpg","Stuk Mammoet slagtand, vermoedelijk","Helemaal goe, een stuk mammoetivoor.","Mammals","palaeontological"
"8584","8584.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b48a384-4d68-4c65-9016-0a21d91a7b4b.jpg","Gaatje in het bot?","Dit is een schedelfragment. De diersoort kan ik niet zeggen of gokken.","Mammals","palaeontological"
"8585","8585.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b489653-0034-4ec5-b3b0-1e9cd91a7b4b.jpg","Botfragmenten? ","Dit botfragment ziet er erg oud en gemineraliseerd uit. Mogelijk is het een stuk mammoetbot.","Mammals","palaeontological"
"8586","8586.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4607bc-08fc-4b99-8e64-5a9ed91a7b4b.jpg","Stuk bot of tand?","De diepe geul is erg kenmerkend. Dit is een fragmentje van een middenvoetbeen van een hertachtige.","Mammals","palaeontological"
"8587","8587.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4605ea-43f8-47a7-a9c1-7f97d91a7b4b.jpg","Ulna?","Deze fragmenten zijn eigenlijk niet te dateren, maar als ik gok zou ik zeggen fragment spaakbeen van een dier ter grootte van een klein rund.","Mammals","palaeontological"
"8588","8588.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b46046d-c2d4-4d45-abd0-7e78d91a7b4b.jpg","Stuk slagtand? Van?","Ik denk een niet nader te determineren botfragment. Gezien de breuk waarschijn sterk gemineraliseerd.","Mammals","palaeontological"
"8589","8589.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b45c605-8508-46fc-8ec9-447dd91a7b4b.jpg","Kies van een rund(achtige)","Deze kies komt uit de onderkaak van een koe.","Mammals","palaeontological"
"8590","8590.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b44dff5-6e48-4510-b00e-5d09d91a7b4b.jpg","Een kies ?","Vermoedelijk een snijtand van een paard.","Mammals","palaeontological"
"8591","8591.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b44dff0-12f0-4130-891e-72dfd91a7b4b.jpg","Een kies ?","Dit is een snijtand van een paard","Mammals","palaeontological"
"8592","8592.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b44dc09-d0c0-4ccb-ac9b-5d09d91a7b4b.jpg","Wervelbot","Goed gezien, van een herbivoor.","Mammals","palaeontological"
"8593","8593.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b446fcd-a514-4ab8-bbae-4630d91a7b4b.jpg","asymmetrisch stuk bot","Een stuk halswervel van een mammoet.","Mammals","palaeontological"
"8594","8594.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b439552-5200-4755-a6fe-548fd91a7b4b.jpg","Bewerkte bot ","Eigenlijk reageren we niet op vondsten die niet van de Maasvlakte zijn. Maar in dit geval maken we een uitzondering, zodat Marcel of Dimitri het zien. Dit moet zeker nader worden bekeken, maar een datering is er niet zomaar aan te hangen. Paleolithisch is minder waarschijnlijk. Er is meer informatie nodig. Waar is het precies gevonden? Is het een baggervondst? En nog meer.","Tools","archaeological"
"8595","8595.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b43850d-195c-4381-8e33-671cd91a7b4b.jpg","Groot stuk bot","Dit is een fragment van een mammoetbot.","Mammals","palaeontological"
"8596","8596.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b4383bf-0c38-460e-aca6-5dfdd91a7b4b.jpg","Kies ","Ik kwam hem tegen bij het opschonen. Dit is een kies uit de bovenkaak van een runderachtige.","Mammals","palaeontological"
"8597","8597.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b436e25-27a8-446d-8b9c-524ed91a7b4b.jpg","Bot","Nee, helaas. Mogelijk een stukje schedel.","Mammals","palaeontological"
"8598","8598.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b431c0f-1d10-4e88-bb7f-467dd91a7b4b.jpg","Van welk dier of misschien menselijk? ","Een koot, ik kan niet beoordelen waarvan.","Mammals","palaeontological"
"8599","8599.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b423b0e-3ca4-492a-9b93-65d8d91a7b4b.jpg","Versteende klei of botfragment met versteende klei eraan?","Inderdaad een lamel van mammoetkies.","Mammals","palaeontological"
"8600","8600.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b423a3e-b214-4bb3-9884-6a69d91a7b4b.jpg","Verbrand botfragmentje?","Meer dan bot is er niet van te zeggen.","Mammals","palaeontological"
"8601","8601.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3f8279-3320-41d4-b7e2-6ecbd91a7b4b.jpg","vermoedelijk scheenbeen?","probeer www.natuurinformatie.nl botten determineren om er achter te komen om welk scheenbeen het gaat","Mammals","palaeontological"
"8602","8602.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3e332b-6a60-4c01-a5e1-7225d91a7b4b.jpg","Grote coproliet hyena","Goed bezig de laatste tijd Marc. Dit is een prachtig ''eindproduct'' en spoelt door naar de top 3.","Mammals","palaeontological"
"8603","8603.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3b8955-6bbc-456d-9f37-478fd91a7b4b.jpg","Ivoor? ","Een mooi stukje ECHT mammoetivoor. Zuinig op wezen, prepareren is echt nodig om het goed te houden. Ik raad het u van harte aan.En zoals altijd zeg ik weer: maak er een kaartje aan vast waarop staat gevonden: waar, wanneer en door wie.","Mammals","palaeontological"
"8604","8604.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3b84b7-6a44-44d8-b775-58cdd91a7b4b.jpg","Botje","doet wat denken aan beverdijbeen","Mammals","palaeontological"
"8605","8605.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3b644c-7318-4bad-915b-42a2d91a7b4b.jpg","Ulna ottor","Zeer fraai en bedankt voor het mooie determinatieverhaal.","Mammals","palaeontological"
"8606","8606.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3b487c-028c-4762-845f-37fad91a7b4b.jpg","Gewei? Of neushoorn??","Waarschijnlijk een gebroken scheenbeen van hert of rund.","Mammals","palaeontological"
"8607","8607.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3a8696-2028-4df9-856a-50e4d91a7b4b.jpg","een botje","De kop van een rib, is niet meer te zien van wie.","Mammals","palaeontological"
"8608","8608.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3a838c-2d30-45bc-87f1-76ffd91a7b4b.jpg","Kiesje","hert, premolaar","Mammals","palaeontological"
"8609","8609.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3a4706-3d9c-4bf0-8b42-50ded91a7b4b.jpg","Klein stuk driehoekig bot.","bot klopt","Mammals","palaeontological"
"8610","8610.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3a4513-2644-4817-9c21-56d6d91a7b4b.jpg","Soort heupgewricht","een stukje halswervel, atlas","Mammals","palaeontological"
"8611","8611.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3a0204-64d8-43a0-b8fe-6aedd91a7b4b.jpg","Fossiel Botje maar van welk dier? ","helaas nee","Mammals","palaeontological"
"8612","8612.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b3a0045-0bbc-4dd4-95ea-6af5d91a7b4b.jpg","Diverse fossielen","voortaan liever apart melden, mooie spullen","Mammals","palaeontological"
"8613","8613.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b39e66b-5d2c-4b7c-95b2-2743d91a7b4b.jpg","Mooie intacte kies ","u vergist zich niet","Mammals","palaeontological"
"8614","8614.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b38ff85-8500-457b-8c0d-567dd91a7b4b.jpg","Bot en van welk dier ?","verder dan iets van een grotere herbivoor kom ik niet","Mammals","palaeontological"
