id;filename;url;reviewer_notes;category;type_code;ShortOrLong
3278;3278.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f80abc9-3e08-4077-9ab8-7504d91a7a82.jpg;Klopt, paard.;Mammals;palaeontological;Short
3279;3279.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f7327d4-7d44-42c6-9863-13a5d91a7a82.jpg;Een dijbeen van een paard.;Mammals;palaeontological;Short
3280;3280.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f73271c-9744-43ce-a133-1211d91a7a82.jpg;Een mooie achterste of voorste kies uit de bovenkaak van een paard.;Mammals;palaeontological;Short
3281;3281.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f70e66a-01cc-413e-a829-6dd1d91a7a82.jpg;Ik heb intussen een andere foto gezien. Ik determineer hem nu als van een paard. Ik heb al meer gezegd foto's bedriegen.;Mammals;palaeontological;Long
3282;3282.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f65db20-1d08-4e31-9c31-1a52d91a7a82.jpg;Runder- en paardachtig kan ik uit sluiten evenals grijze zeehond. Ik zou gaan kijken bij neushoorn en mammoet. Ik heb zelf te weinig gegevens om hem goed te determineren.;Mammals;palaeontological;Long
3283;3283.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f64b665-10f4-4501-8565-0b1bd91a7a82.jpg;Het is de bovenkant van een rib. Het was een dier ter grootte van een paard.;Mammals;palaeontological;Short
3284;3284.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f60ed48-26e0-471f-85b4-66c5d91a7a82.jpg;Dit is de laatste kies uit de onderkaak van een paard.;Mammals;palaeontological;Short
3285;3285.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f5a6703-0cb0-4875-b341-50b6d91a7a82.jpg;Het gaatje heet een foramen, daardoor lopen boedvaten en/of zenuwen. Ik denk dat het een fragment van een middenvoetbeen van een paard is.;Mammals;palaeontological;Long
3286;3286.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f5a36f5-0340-4401-85fc-704bd91a7a82.jpg;Als je geen verdere uitlg krijgt moeten we gokken. Ik wil wat verder gaan. Vermodelijk een derde halswervel van een hoefdier, Paard, rund of hert.;Mammals;palaeontological;Long
3287;3287.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f54da58-d8e4-4817-b27d-2863d91a7a82.jpg;Een van de voorste borstwervels van een paard of misschien hert.;Mammals;palaeontological;Short
3288;3288.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f524099-1118-4568-aac1-6448d91a7a82.jpg;Dit is de onderkant van het scheenbeen van een paard.;Mammals;palaeontological;Short
3289;3289.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f4d33ee-05c0-45a3-aad8-0aebd91a7a82.jpg;Een klein fragmentje van een paardenkies.;Mammals;palaeontological;Short
3290;3290.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f4d3345-a564-43dc-8a66-09d9d91a7a82.jpg;Bovenkaak paard.;Mammals;palaeontological;Short
3291;3291.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f4a19cb-4b78-4bd4-934d-6504d91a7a82.jpg;Kiesfragment o.k., maar nijlpaard denk ik niet direkt aan. Wel aan neushoorn.;Mammals;palaeontological;Short
3292;3292.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f47ed65-1f10-47d4-b62a-5dedd91a7a82.jpg;Zeker mooi, een compleet middenvoetsbeen van een wild paard.;Mammals;palaeontological;Short
3293;3293.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f43febf-39fc-465e-9bb3-2f6dd91a7a82.jpg;Een kies uit de onderkaak van een paard.;Mammals;palaeontological;Short
3294;3294.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f42821b-7804-4f55-9134-7540d91a7a82.jpg;Het is de onderste helft van het scheenbeen van een paard.;Mammals;palaeontological;Short
3295;3295.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f3ae85d-6020-4e50-8018-45d3d91a7a82.jpg;Dit is een naviculare van een paard.;Mammals;palaeontological;Short
3296;3296.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f357a1e-d8e0-45cd-87f1-3787d91a7a82.jpg;Sorry, ik zoek hem op. Je had hem op 10 augustus geplaatst en ik had gedetermineerd. Hij is weer doorgestuurd.Dit is een heiligbeen van een paard.;Mammals;palaeontological;Long
3297;3297.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f350c04-264c-4d4f-961e-5417d91a7a82.jpg;Dit is de eerste (bovenste) teenkoot van een paard.;Mammals;palaeontological;Short
3298;3298.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f314d64-03f8-4b9b-995d-699ed91a7a82.jpg;Een heiligbeen van een paard.;Mammals;palaeontological;Short
3299;3299.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f30fb20-b330-4a29-987f-0329d91a7a82.jpg;Een lamel van een paardenkies.;Mammals;palaeontological;Short
3300;3300.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f30eed9-6934-439c-98d3-6392d91a7a82.jpg;Deze komt uit de onderkaak van een paard.;Mammals;palaeontological;Short
3301;3301.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f2918d9-0be4-47e5-bebe-6066d91a7a82.jpg;Het is inderdaad een ribfragment maar dat is moeilijk te herleiden naar een diersoort. Denk in de richting van hert, rund of paard.;Mammals;palaeontological;Long
3302;3302.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f2419d9-0680-4f12-ae4b-735bd91a7a82.jpg;Het is hoogkronig, dus van een gras eter. Dan blijven paard- of runderachtige over. Ik gok op paard.;Mammals;palaeontological;Short
3303;3303.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f1efa00-201c-48b5-801f-35d2d91a7a82.jpg;Volgens mij ook scheenbeen van een dier ter grootte van een koe of paard.;Mammals;palaeontological;Short
3304;3304.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f1dc347-14dc-4fd2-882e-60b6d91a7a82.jpg;Het is een forse, dan waarschijnlijk uit het voorbeen. Bij een paardenliefhebber kan ik helaas niet over poot praten.;Mammals;palaeontological;Long
3305;3305.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f1c1d6a-350c-492a-8ecc-4075d91a7a82.jpg;Van een rund, een paard kauwt zijn kiezen vlak af.;Mammals;palaeontological;Short
3306;3306.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f1bd965-8458-4599-af04-3fd8d91a7a82.jpg;Bovenste deel van het middenhandbeen van een paard;Mammals;palaeontological;Short
3307;3307.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f185dbf-0ce4-41b1-808f-20ffd91a7a82.jpg;Een laatste lendenwervel van dier ter grootte van paard of hert.;Mammals;palaeontological;Short
3308;3308.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f155e47-0c14-4a75-b336-3ee5d91a7a82.jpg;Een fragmentje van &eacute;;;
3309;3309.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f149e07-0ffc-4b57-84f6-6fe4d91a7a82.jpg;Zo'n fragment is lastig, maar die uitstulpende rand op de laatste foto komt alleen bij paarden voor.;Mammals;palaeontological;Short
3310;3310.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f14630b-1d2c-43f6-b8ae-0475d91a7a82.jpg;Ik kan de bovenkant niet zien, maar hij is lang, dus van een gras eter. Hij is van een grote runder- of paardachtige.;Mammals;palaeontological;Long
3311;3311.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f0b2d41-12bc-44ba-9000-6db9d91a7a82.jpg;Een tand uit de onderkaak van een paard.;Mammals;palaeontological;Short
3312;3312.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f09e611-be48-42b2-ada0-16b1d91a7a82.jpg;De ouderdom is lastig te bepalen. Aan de hand van deze foto denk ik aan een spaakbeen van een dier ter grootte van een koe of paard.;Mammals;palaeontological;Long
3313;3313.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f0983c8-4508-4717-8481-677ad91a7a82.jpg;Dit is het onderste deel van het scheenbeen van een paard.;Mammals;palaeontological;Short
3314;3314.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f05e1d9-4ef8-4417-a946-1104d91a7a82.jpg;Dit is een halswervel van een paard;Mammals;palaeontological;Short
3315;3315.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f04960b-5ad8-450a-8ab1-0632d91a7a82.jpg;Van een paard.;Mammals;palaeontological;Short
3316;3316.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f0486f9-3df4-4a06-b594-677fd91a7a82.jpg;Dit patroontje past alleen bij paard.;Mammals;palaeontological;Short
3317;3317.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f035b5a-0e28-40e5-8a77-42b9d91a7a82.jpg;Een borstwervel van een paard.;Mammals;palaeontological;Short
3318;3318.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f033a9f-9490-4a96-9940-7dc0d91a7a82.jpg;De grootste zijn snijtanden van een paard. De linker weet ik niet. De rechter is een fragment van een hertenkies en uiterst rechts is een muizen snijtand uit de onderkaak.;Mammals;palaeontological;Long
3319;3319.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5efdcb23-31dc-489a-9581-3c64d91a7a82.jpg;Ik zou hem gaan vergelijken met het onderdste deel van een middenhandbeen van een paard.;Mammals;palaeontological;Short
3320;3320.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5efc5324-49f0-4469-9d8d-0450d91a7a82.jpg;Een halswervel. Mijn eerste indruk is van een paard.;Mammals;palaeontological;Short
3321;3321.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ef22132-05c4-4cc1-a94b-3cafd91a7a82.jpg;Een zwaar beschadigde tand, waarvan ik ook de afmetingen (o.a. breedte) niet goed kan beoordelen, is erg lastig. Ik denk niet direct aan paard, maar wel aan varken / Zwijn. Je plaatst hier en op andere sites. Ik wil je vragen om in het vervolg lengte en breedte te meten, dat maakt het voor ons veel makkelijker. Een schuifmaat is al voor c.a. &euro;;;
3322;3322.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eebb04a-0138-449a-a936-0941d91a7a82.jpg;Hij komt uit de onderkaak van een paard.&nbsp;;;
3323;3323.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ee7b576-9a90-4a03-a5be-6ba8d91a7a82.jpg;Het enige dat ik kan zeggen is dat hij van een graseter is, dus paard, grote runderachtige of wolharige neushoorn.;Mammals;palaeontological;Long
3324;3324.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ee79b23-432c-4113-97c2-3efcd91a7a82.jpg;Dit is een spronbeen uit de enkel (direct onder het scheenbeen) van een paard.;Mammals;palaeontological;Short
3325;3325.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ee363db-4774-4ee7-b1f8-7853d91a7a82.jpg;Dit is een voorste kies van een paard. Of de achterste, want ze lijken op elkaar. Deze komt uit de onderkaak.;Mammals;palaeontological;Long
3326;3326.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5edf6ebe-8d94-4a6d-9240-0d17d91a7a82.jpg;Er is weinig herkenbaar aan. Boven rechts zou ik beginnen vergelijken met rund an de linker paard.;Mammals;palaeontological;Short
3327;3327.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ede3f3b-5c38-4de5-b2a3-0c4dd91a7a82.jpg;Een lendenwervel fragment van een dier te grootte van een paard of rund.;Mammals;palaeontological;Short
3328;3328.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eda8ad0-0010-4644-8e86-4a48d91a7a82.jpg;Deze fragmenten zijn vrijwel niet te determineren. Het dier had de grootte van een paard, bison of groter.;Mammals;palaeontological;Long
3329;3329.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ed171ec-0cc4-41fd-94b7-0d08d91a7a82.jpg;Klopt een mooie laatste teenkoot van een paard en hij is niet mooi rond, dus is hij uit het achterbeen. Het gat is niet normaal, maar waarschijnlijk van een ontsteking.;Mammals;palaeontological;Long
3330;3330.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ec82ef6-4308-4198-b63e-7a42d91a7a82.jpg;In ieder geval van een graseter, dus een paard of runderachtige.;Mammals;palaeontological;Short
3331;3331.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ec66a40-33ec-4980-becc-33b2d91a7a82.jpg;Zeker een mooie derde teenkoot uit de achterpoot van een paard.Mag wel in de top 3;Mammals;palaeontological;Short
3332;3332.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ec5881c-3d48-430f-ba96-714cd91a7a82.jpg;Hij zit iets hoger, een tweede teenkoot van een paard.;Mammals;palaeontological;Short
3333;3333.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ec5345e-61c4-49c6-bf2c-64fad91a7a82.jpg;Dit is een tweede teenkoot van een paard.;Mammals;palaeontological;Short
3334;3334.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ec29684-425c-4384-9233-34c2d91a7a82.jpg;Dit is een hele mooie van een paard.;Mammals;palaeontological;Short
3335;3335.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ebfd3f5-0604-472b-a9c0-7c11d91a7a82.jpg;Het is een eerste (bovenste) teenkoot van een paard.;Mammals;palaeontological;Short
3336;3336.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ebdbcd8-061c-4eb8-84a5-347cd91a7a82.jpg;Dit is het deel van de onderkaak van een paard, waarmee het scharniert met de schedel.;Mammals;palaeontological;Short
3337;3337.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eb6bef4-a52c-4166-b50d-0ff6d91a7a82.jpg;Een lendenwervel van een dier ter grootte van een koe of paard.;Mammals;palaeontological;Short
3338;3338.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eb59143-37a8-46f0-af49-1d43d91a7a82.jpg;Het bovenste deel van een scheenbeen van een dier ter grootte van een paard of koe.;Mammals;palaeontological;Short
3339;3339.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eb475e2-3c58-419a-8781-6088d91a7a82.jpg;Erg gerold. Bij paardenkiezen zie je meestal horizontale laagjes en die ontbrehen hier. Ik denk eerder aan een runder kies.;Mammals;palaeontological;Long
3340;3340.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eaeee4d-0b58-48cb-9f53-54d2d91a7a82.jpg;Een klein fragmentje van een paardenkies;Mammals;palaeontological;Short
3341;3341.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eae89d6-6db8-4a18-b64c-35afd91a7a82.jpg;Dit is een sprongbeen van een paard.;Mammals;palaeontological;Short
3342;3342.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5eab0ad2-1ef8-4162-98a2-629ad91a7a82.jpg;Daar heb je gelijk in, een nijlpaardkies. Hij is nog niet aangekauwd geweest. Zeldzaam.;Mammals;palaeontological;Short
3343;3343.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ea88dc5-0c88-4ccf-937a-72f9d91a7a82.jpg;Het is een magnum uit de pols van een paard.;Marine mammals;palaeontological;Short
3344;3344.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ea4265a-1cdc-4422-9250-2623d91a7a82.jpg;Deze is van een paard in de groei. Van een ezel zijn ze veel slanker.;Mammals;palaeontological;Short
3345;3345.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e91871c-1fc0-44f2-8b55-54ebd91a7a82.jpg;Klopt, van een paard;Mammals;palaeontological;Short
3346;3346.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e8b4ea9-2eac-4a30-9fe1-52fdd91a7a82.jpg;Eerste (bovenste teenkoot paard;Mammals;palaeontological;Short
3347;3347.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e8b4de7-17c0-425c-b4d7-5226d91a7a82.jpg;Paard;Mammals;palaeontological;Short
3348;3348.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e8a0d5e-0d4c-4d5a-9749-42f9d91a7a82.jpg;Een lendenwervel van een dier ter grootten van een paard of runderachtige.&nbsp;;;
3349;3349.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e89f836-2240-44d3-8209-2b37d91a7a82.jpg;Het lijkt me een stuk spaakbeen van een paard of runderachtige.;Mammals;palaeontological;Short
3350;3350.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e89f666-4cd4-4a78-a3ed-2909d91a7a82.jpg;E&eacute;;;
3351;3351.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e88c939-6244-4085-80e9-3ff2d91a7a82.jpg;Een fragmentje van een paardenkies.;Mammals;palaeontological;Short
3352;3352.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e879fea-4b9c-4a8b-91c1-6d28d91a7a82.jpg;Ik gok wat, heb je al bij de eerste teenkoot van een paard gekeken?;Mammals;palaeontological;Short
3353;3353.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e877c17-3288-4924-8bef-3ff0d91a7a82.jpg;Knieschijf had ik gemeld. Zeker van een onevenhoevige. Ik denk van een paard. Van een neushoorn ken ik hem niet.;Mammals;palaeontological;Long
3354;3354.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e84e564-4d80-449e-8e88-5c8ad91a7a82.jpg;Een ecto cuneiforme uit de ekel van een paard.;Mammals;palaeontological;Short
3355;3355.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e848c5f-1f44-4906-ad66-61a2d91a7a82.jpg;Op de eerste foto is het bovenste bot de bovenkant van een lendenwervel van runder-, hertachtige of een paard. Het onderste is van een vis.;Mammals;palaeontological;Long
3356;3356.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e825aca-7c20-442f-a2bf-3da8d91a7a82.jpg;Ik heb bij mijn foto's van een paard en een koe uit het GIA in Groningen vergeleken, maar daar heb ik geen overeenkomst gezien.;Mammals;palaeontological;Long
3357;3357.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e80de1b-0eec-40b3-a7a6-7eb8d91a7a82.jpg;Ik denk een stuk dijbeen van een paard.;Mammals;palaeontological;Short
3358;3358.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e8090bc-157c-4bd5-85dc-1c26d91a7a82.jpg;Een borstwervel, vermoedelijk van een paard.;Mammals;palaeontological;Short
3359;3359.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e7df83b-227c-4eae-8e3a-3299d91a7a82.jpg;Het is geen rib, ik denk eerder aan een dijbeen of scheenbeen. Maar ben niet zeker. Het betreffende dier had een grootte van minimaal een paard;Mammals;palaeontological;Long
3360;3360.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e79ac87-3788-4def-9134-3d3cd91a7a82.jpg;Klopt, uit de onderkaak van een paard.;Mammals;palaeontological;Short
3361;3361.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e791117-358c-4533-a867-7bcad91a7a82.jpg;Deze komt uit de bovenkaak van een paard.;Mammals;palaeontological;Short
3362;3362.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e771a0f-0a8c-4d2a-936d-17bed91a7a82.jpg;Een complete paardenhoef Mooi.;Mammals;palaeontological;Short
3363;3363.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e737871-0334-464e-8b31-2238d91a7a82.jpg;Het is een Os magnum uit de linker pols van een wild paard.;Mammals;palaeontological;Short
3364;3364.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e723807-1100-4656-8c70-3109d91a7a82.jpg;Een naviculare uit de enkel vaneen paard.;Mammals;palaeontological;Short
3365;3365.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e72066d-c850-4141-bf4b-706dd91a7a82.jpg;Onderste stukje van een middenhandbeen van een paard.;Mammals;palaeontological;Short
3366;3366.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e7139f3-fa60-4a1f-833a-71e8d91a7a82.jpg;Ellepijp van een paard;Mammals;palaeontological;Short
3367;3367.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e713903-26f4-401c-a459-70c5d91a7a82.jpg;Het is een astragalus (sprongbeen) uit de enkel van een paard.;Mammals;palaeontological;Short
3368;3368.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e713861-9168-4e6c-8180-7048d91a7a82.jpg;Het lijkt me eerder een stuk spaakbeen van een dier ter grootte van een hert of paard.;Mammals;palaeontological;Short
3369;3369.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e712b2d-1c7c-41ad-83f4-5fcfd91a7a82.jpg;Van een paard.;Mammals;palaeontological;Short
3370;3370.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e6d0efc-6358-41bb-9f15-29bed91a7a82.jpg;Het is het voorste deel van de onderkaak van een paard. De kans is groot dat het een hengst was, want merries hebben vaak geen hoektanden.;Mammals;palaeontological;Long
3371;3371.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e655f3d-0314-442f-ab4f-10e7d91a7a82.jpg;Van een paard.;Mammals;palaeontological;Short
3372;3372.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e5e200b-0f6c-400e-940c-6553d91a7a82.jpg;Een premolaar van een paard. De soort is Equus ferus.;Mammals;palaeontological;Short
3373;3373.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e5828ef-65ec-48bf-98a4-4a2cd91a7a82.jpg;Deze eerste teenkoot van een paard is van een uitgegroeid dier.;Mammals;palaeontological;Short
3374;3374.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e52b3f5-49d8-425f-9f4f-4250d91a7a82.jpg;Verreweg de mooiste paardenkaak die ik tot dusver van de Maasvlakte gezien heb. Top 3 vondst. Het snijgebit is helemaal compleet. Daarachter zitten twee wolfstanden, dat zijn heel primitieve premolaren. Het is een onderkaak geen bovenkaak.;Mammals;palaeontological;Long
3375;3375.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e5136ac-24d8-4dd6-94b9-0bbcd91a7a82.jpg;Het is een fragment van een paardenkies;Mammals;palaeontological;Short
3376;3376.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e4c240e-6764-47f3-ba5b-2574d91a7a82.jpg;Een echte paardenkies!;Mammals;palaeontological;Short
3377;3377.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e2def7d-050c-41b0-98ea-5c8dd91a7a82.jpg;Klopt, een kies uit de bovenkaak van een wild paard.;Mammals;palaeontological;Short
3378;3378.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e203734-0168-48df-8d03-098fd91a7a82.jpg;Het is een tand maar van welk dier weet ik niet. De mogelijkheden lopen uiteen van zwijn en nijlpaard tot bever.;Mammals;palaeontological;Long
3379;3379.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e173dab-4098-4bdd-b6b3-06ead91a7a82.jpg;Gezien het email patroon, denk ik aan een fragment van een paardenkies.;Mammals;palaeontological;Short
3380;3380.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e1083c9-16f4-494b-bb5c-0f25d91a7a82.jpg;Van een paard.;Mammals;palaeontological;Short
3381;3381.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e0b75a5-9948-4dc1-a6cf-54f9d91a7a82.jpg;Dit is een rib fragment van een dier ter grootte van een paard of koe.;Mammals;palaeontological;Short
3382;3382.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e07be59-033c-4877-b3a3-11f7d91a7a82.jpg;Ik denk een ribfragment van een mammoet, neushoorn of nijlpaard.;Mammals;palaeontological;Short
3383;3383.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e0517fc-6848-4955-ab64-07d7d91a7a82.jpg;Aan de voorzijde loopt hij direct boven het articulatievlak naar achteren, dus paard.;Mammals;palaeontological;Short
3384;3384.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5e04d2bf-3808-4b26-8aa5-398bd91a7a82.jpg;Deze is van een paard. Paarden en neushoornns (beiden onevenhoevigen) hebben dat uitsteeksel aan het dijbeen.;Mammals;palaeontological;Long
3385;3385.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5dee5936-81a8-41da-adcb-0197d91a7a82.jpg;Dit is een sprongbeentje (Astragalus) uit de enkel van een paard. Dit botje articuleert met het scheenbeen.;Mammals;palaeontological;Long
3386;3386.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5de80a96-14f0-4c55-9a04-20ffd91a7a82.jpg;Klopt, het komt uit de bovenkaak. De kiezen lijken allemaal erg op elkaar bij paard. Het is een van de laatste premolaren of een ware molaar.;Mammals;palaeontological;Long
3387;3387.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5de13148-253c-495f-ad2d-70dfd91a7a82.jpg;Goed gezien, volgens mij ook paard.;Mammals;palaeontological;Short
3388;3388.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5ddd55ac-1800-499e-8f69-36b0d91a7a82.jpg;Dit is de tweede tand (i2) uit de onderkaak van een oud paard.;Mammals;palaeontological;Short
3389;3389.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5dda93b6-33f8-43a5-8677-7a75d91a7a82.jpg;Ik denk eerder aan het bovenste deel van een middenhandbeen van een paard, maar er wijken een paar dingen af. Dus onder voorbehoud.;Mammals;palaeontological;Long
3390;3390.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5dda8dd2-73d0-47e5-94f6-74bad91a7a82.jpg;Eerste indruk is onderzijde scheenbeen paard.;Mammals;palaeontological;Short
3391;3391.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5dda8c58-b2a8-4d3b-83ba-731ed91a7a82.jpg;Het lijkt me een fragmentje van een tweede halswervel (draaier) van een grote evenhoevige of paard.;Mammals;palaeontological;Short
3392;3392.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5dda6aee-147c-4c59-8ee3-52aed91a7a82.jpg;Deze komt uit de bovenkaak van een paard.;Mammals;palaeontological;Short
